0.2151809	-0.27397147	-0.4744464	-0.054836802	-0.21728724	-0.18978159	0.08596848	-0.15616733	-0.034501966	-0.3300377	-0.40563467	-0.3377926	0.18073143	-0.128127	-0.18985727	0.0742665
0.5666359	-0.32247436	-0.081551455	-0.40119776	-0.46637186	0.083050154	0.16516958	-0.6668788	-0.011361721	-0.40424263	-0.7083073	-0.5095049	0.048946355	-0.0809227	-0.15834594	0.3713384
0.46931046	-0.046315532	-0.3190046	-0.04970979	-0.53329974	0.108132906	0.2809416	-0.640121	0.34691083	-0.38860336	-0.34696832	0.25034237	0.2598596	-0.41446218	0.39688107	-0.15595743
-0.11984396	-0.25423396	-0.4355864	0.10790739	-0.10808124	-0.23717548	-0.08308443	-0.028643522	0.06487436	-0.13182256	-0.3501442	-0.17979895	0.25195792	0.012061376	-0.25609344	0.0129683465
-0.076167375	-0.36728317	-0.35384715	-0.13078055	-0.4189736	-0.24209076	-0.21446423	-0.41185752	0.49500117	0.012664163	-0.024536937	0.18453532	0.5162558	-0.10660399	0.27718636	-0.49527538
0.6566282	0.64563096	-0.7140589	0.4877595	0.11327793	0.6175931	0.73201746	-0.09857903	0.2441058	-0.81235695	0.10726671	0.79682404	-0.18527831	-0.81295115	0.6373178	-0.23608121
0.29294944	-0.31768635	-0.20936203	-0.16707142	-0.30359742	-0.008799889	0.1482863	-0.4030097	-0.11372871	-0.31708208	-0.4590242	-0.44001216	0.060789753	-0.029987076	-0.2187323	0.17617275
0.27194995	-0.4655275	0.0060337987	-0.39664012	-0.41739568	0.0056309965	0.061733752	-0.37608588	0.04655529	-0.24047938	-0.23596996	-0.31361076	0.12889403	0.03628581	0.08910628	-0.09774028
-0.46845755	-0.24511626	-0.62144446	0.4513022	0.38349083	-0.39693862	-0.33181936	0.5908592	0.044042055	-0.010165612	0.53458524	0.21362725	0.3531072	0.023463162	0.059963197	-0.7122344
-0.10778963	-0.118422255	-0.43876797	0.21510953	0.14980048	-0.16961299	-0.0033768967	0.3023692	-0.16008832	-0.26087067	-0.16488287	-0.028148502	0.04085064	-0.14926617	-0.17386778	-0.012281188
0.2651312	-0.015737657	-0.24315941	0.15433377	0.42757237	0.16108057	0.24873903	0.37924317	-0.80231816	-0.4150397	-0.5819684	-0.8343648	-0.576651	-0.007422375	-0.6940613	0.611908
0.23489545	-0.28973794	-0.17596294	-0.1354345	-0.15150702	-0.005913015	0.019426262	-0.08082105	-0.030108025	-0.29871088	-0.07305406	-0.20910648	0.1238138	-0.07578665	0.02539551	-0.25871024
-0.85035723	-0.40958112	-0.65791875	0.5579472	0.11736754	-0.76014405	-0.6703689	0.47351	0.3294892	0.561802	0.25443766	-0.022523558	0.6738872	0.50673044	-0.53803724	-0.66286373
0.090498805	-0.31044728	-0.22893564	-0.116400525	-0.28968132	-0.23988645	-0.10464333	-0.3323465	-0.0909632	-0.0036475207	-0.54544246	-0.5530892	0.18597391	0.26729748	-0.45615384	0.37414524
-0.047877897	-0.48461413	0.23652229	-0.47393933	-0.57201505	-0.28168178	-0.37692058	-0.72860885	0.5057878	0.31895125	-0.459827	-0.4034702	0.4145642	0.44467634	-0.19877025	-0.025595982
-0.08598824	-0.4841483	0.0011277882	-0.28137878	-0.29865173	-0.333438	-0.38742772	-0.32363144	0.27952677	0.19214337	-0.23904788	-0.37374315	0.43386537	0.43733826	-0.264145	-0.25168973
0.110596724	-0.29803666	-0.2508995	-0.07069364	-0.17901325	-0.14698301	-0.041160878	-0.18922353	0.14616485	-0.18077102	-0.12377006	-0.18017545	0.21112345	-0.02291642	-0.09923172	-0.1626551
0.26810032	-0.18602078	-0.1283092	-0.1910502	-0.4725752	-0.032792173	0.011461824	-0.5471976	0.38824853	-0.10289447	-0.31285867	-0.045926277	0.2776564	-0.08057889	0.050592236	0.11196141
0.40676957	0.71977466	-0.9126564	0.75332105	-0.01110062	0.30837035	0.51237947	-0.28171158	0.5049623	-0.5499484	0.020487437	0.9735119	0.093164824	-0.83343834	0.6282051	-0.2495773
-0.40985486	-0.21167351	-0.2630577	0.1153905	-0.064598985	-0.37911484	-0.2531648	-0.0361378	-0.1041923	0.1692874	-0.6354892	-0.666004	0.1624401	0.34836355	-0.65920407	0.4385618
-0.23532169	-0.15541235	-0.270742	0.09765582	-0.2515095	-0.26627198	-0.16678333	-0.15370941	0.16102622	0.06635189	-0.38816515	-0.09618129	0.25916478	0.041063175	-0.22959657	0.1298332
0.4006254	-0.060657118	-0.27393803	-0.15199274	-0.0880643	0.348432	0.3769605	-0.095239185	0.32718542	-0.58002216	0.4969806	0.44336927	0.16391146	-0.5492808	0.62226313	-0.6049251
0.26588207	-0.42683396	0.29571253	-0.2503813	-0.17280544	0.16189654	0.13316496	-0.27611572	-0.3824666	-0.37868455	-0.19708139	-0.5238905	-0.31302688	0.36233005	0.049745593	-0.045811046
0.5152817	0.032913875	-0.10301304	-0.08709806	0.04660247	0.35953906	0.40323064	-0.080051	-0.33903447	-0.5449592	-0.33053187	-0.20796123	-0.34248415	-0.34276587	-0.025647612	0.22077575
0.18942803	-0.3115136	-0.012726183	-0.3031144	-0.41857988	-0.052582674	-0.07195573	-0.4155729	0.2654054	-0.15346716	-0.09175971	-0.09027584	0.26138204	-0.030710652	0.16113138	-0.2549281
-0.1849943	0.045758504	-0.66003954	0.37216052	0.13863756	-0.20031412	-0.0018027998	0.31989637	0.11852877	-0.24205212	-0.0335673	0.2711875	0.17606334	-0.22749692	0.02096753	-0.21514712
-0.041146398	-0.344234	-0.035054624	-0.28511298	-0.34624448	-0.1833622	-0.24737698	-0.33751255	0.30765	0.10032696	-0.1875559	-0.2173082	0.29357463	0.18371882	-0.133709	-0.24707855
0.8025041	-0.9312577	0.8336544	-0.9064739	-0.7220542	0.67908007	0.5584756	-0.8166662	-0.99329346	-0.6052777	0.59039396	-0.9190962	-0.8136736	0.8365355	0.58635557	-0.71741915
-0.09969472	-0.31498978	-0.28854123	-0.031842895	-0.384886	-0.3076436	-0.3368417	-0.3533494	0.50086343	0.04176335	-0.024150236	0.097209066	0.46700254	-0.030123124	0.14462867	-0.39447063
0.24950787	-0.2713075	-0.03187106	-0.25857854	-0.36778998	-0.020830331	0.07811251	-0.4143906	0.24220337	-0.1101124	-0.3265343	-0.17292887	0.13663228	-0.05942518	0.012820246	0.004997178
-0.11704552	-0.017489687	-0.31879607	0.24267817	0.23516485	-0.05464664	-0.005672598	0.36743602	-0.121348545	-0.27778676	0.078704745	-0.052514512	-0.029303381	-0.10830508	-0.11947157	-0.18950248
0.4460991	-0.9415824	0.7837412	-0.6770488	-0.17688896	0.30062422	0.0068124644	-0.08642164	-0.6918191	-0.33956605	0.66133076	-0.9974977	-0.3907139	0.73249465	0.35163525	-0.7727931
-0.87013876	-0.2508463	-0.4791377	0.3691008	0.18043189	-0.721731	-0.6401174	0.35745797	0.03183863	0.5271307	-0.21219571	-0.5189727	0.38702103	0.5935093	-0.8904607	0.038601704
-0.19148637	-0.31398204	-0.1738272	0.011326173	0.05691673	-0.2466198	-0.23947614	0.26776597	-0.18691207	-0.0018853475	0.12950094	-0.3562445	0.10497313	0.23777705	-0.22602993	-0.31172106
-0.31694657	-0.3040358	-0.24341792	-0.0019263718	-0.3760809	-0.41075107	-0.31438145	-0.4384291	0.3388839	0.3169069	-0.576752	-0.29628903	0.37716806	0.36755055	-0.50369024	0.4245782
-0.05678684	-0.04931375	-0.38544947	0.24118513	0.22417681	-0.092493124	0.094973475	0.37304235	-0.1717728	-0.26240772	0.2784542	0.121642165	-0.0023162025	-0.13707997	0.080472805	-0.28588715
0.2562581	0.2294019	-0.37013903	0.2580245	0.20447266	0.20644012	0.31818783	0.14937901	-0.17971943	-0.4601907	-0.06346516	0.29615968	-0.19538502	-0.48268357	0.11850902	0.051793467
0.4088112	0.7002288	-0.9165426	0.7109915	-0.63704205	0.094955325	0.45743498	-0.6937961	0.9786373	-0.5111739	0.6656546	0.8362258	0.8668435	-0.82574874	0.7532669	-0.79113203
0.036590893	-0.101927094	-0.16564116	-0.024402717	-0.12758389	-0.22782825	-0.06309798	-0.22972791	-0.117151804	-0.010899443	-0.67749006	-0.42888203	0.08525941	0.1782708	-0.50557524	0.45570207
0.06699915	-0.46604472	0.12523624	-0.2999601	-0.27869007	-0.16188227	-0.25946227	-0.2915418	0.01622913	0.0874853	-0.52292806	-0.49991912	0.111553386	0.40684944	-0.32373953	0.16247378
0.11159153	0.036512356	-0.31726164	0.22297849	-0.10398449	-0.07195579	0.08609315	-0.25989205	-0.20982014	-0.10092513	-0.5822412	-0.30379635	-0.0103574	-0.042880964	-0.555131	0.47337785
-0.2992151	-0.124407224	-0.45599186	0.24159352	-0.082277544	-0.34378248	-0.27204153	-0.060504656	0.22567625	0.08560559	-0.2590257	0.14207675	0.33583117	-0.0054380633	-0.13172323	-0.12339024
